id,text,incident_types,type_labels,severity,severity_label
13581,to date the road maintenance workers who are clearing out the congestions of ice mud and rock in the vicinity of gizel village managed to move 3 km forward but they still have to clear out 1 5 km of the road to restore communication between the kobanski gorge and vladikavkaz the capital of north ossetia,"['emergency', 'aid_related', 'other_aid', 'transport', 'weather_related', 'cold', 'direct_report']","[9, 1, 21, 32, 34, 4, 6]",Yellow,1
11074,all my family is destroyed i cannot even go to school help me please,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
8043,the cyclone aila ripped through the south western coast and now it is located north east west bengal as weak depression,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
10545,what can you do for me in my troubles since the earthquake that left me without family and without anything please bring me help,"['emergency', 'request', 'aid_related', 'search_and_rescue', 'missing_people', 'other_aid', 'weather_related', 'earthquake', 'direct_report']","[9, 25, 1, 26, 18, 21, 34, 7, 6]",Red,2
16770,a week of heavy rain has caused severe flooding in parts of mozambique,"['emergency', 'weather_related', 'floods', 'storm']","[9, 34, 11, 30]",Red,2
7913,care staff are also distributing temporary shelter materials such as plastic sheets to provide immediate relief while other supplies are on the way,"['emergency', 'aid_related', 'medical_help', 'shelter', 'refugees', 'infrastructure_related', 'aid_centers']","[9, 1, 15, 28, 24, 14, 0]",Red,2
7899,a team of u s and british bomb disposal experts have been in nigeria over the past two weeks helping their nigerian counterparts in the recovery and detonation of unexploded munitions,['emergency'],[9],Green,0
8492,what s the emergency s information we have,['emergency'],[9],Green,0
18951,please help me send aid help to us please we are in area of mandine in petion ville thank you,"['emergency', 'request', 'direct_report']","[9, 25, 6]",Green,0
10316,we need help and we are located near the ophtamology hospital of milot,"['emergency', 'request', 'aid_related', 'medical_help', 'transport', 'weather_related', 'floods', 'direct_report']","[9, 25, 1, 15, 32, 34, 11, 6]",Red,2
10322,johannesburg 23 february irin botswana and zimbabwe braced themselves for heavy rains and storm force winds on wednesday as cyclone eline that has battered mozambique moved across southern africa,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
4448,the people here at santo 23 needs food and water thank you,"['emergency', 'request', 'aid_related', 'water', 'food', 'direct_report']","[9, 25, 1, 33, 12, 6]",Yellow,1
11051,two russian il 76 transport planes will leave in the next few days for the region carrying tents other supplies and rescue personnel a spokesman for russia s emergencies ministry told the interfax news agency,"['emergency', 'aid_related', 'shelter', 'direct_report']","[9, 1, 28, 6]",Yellow,1
15818,we need food we are dying of hunger,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
12970,for over a month as northeast sri lanka writhed in the grip of clashes between rebel and government forces soldiers occupying houses or hiding behind sandbag bunkers were the only sign of life in this deserted town,"['emergency', 'aid_related', 'military']","[9, 1, 17]",Yellow,1
9202,in response to the crisis the bank will accelerate access to funds from onging programs,"['emergency', 'aid_related', 'money']","[9, 1, 19]",Yellow,1
4914,we are in delmas 33 camp in front of clini med hospital we don t find some water to use since two weeks do something for us thank you,"['emergency', 'request', 'aid_related', 'search_and_rescue', 'water', 'electricity', 'weather_related', 'cold', 'direct_report']","[9, 25, 1, 26, 33, 8, 34, 4, 6]",Red,2
4265,what is the reason for a earthquake,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
3784,pleas for calm amid chile rubble chile s president calls for calm in the quake ravaged city of concepcion vowing http bit ly ahym8e,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
12968,who can foresee predict earthquakes,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
17569,i am a survivor and got no help,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
13899,in satun province local people on sarai island in mueang district lined up on friday to get water from an artesian aquifer after finding that most of the normally available freshwater supply had been exhausted,"['emergency', 'aid_related', 'security', 'shelter', 'infrastructure_related', 'aid_centers', 'weather_related', 'earthquake']","[9, 1, 27, 28, 14, 0, 34, 7]",Red,2
15774,about the birth certificate if the person is in province,['emergency'],[9],Green,0
8731,households will see a drastic reduction in their income and food availability caused by low livestock prices high cereal prices and dwindling milk production,['emergency'],[9],Green,0
13186,refugees from afghanistan arriving in pakistan in recent days report that the taliban are forcibly conscripting young men and boys,"['emergency', 'aid_related', 'refugees']","[9, 1, 24]",Yellow,1
16785,we are in the zone croix de bouquets in belanton 1 we cant reach anything we are asking to anyone who knows to do the maximum,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
15681,children reporting at the health facility are suffering from all types of illnesses including fever dehydration diarrhoea and chest infection he said,"['emergency', 'aid_related', 'medical_help']","[9, 1, 15]",Red,2
19692,ourselves school responsibles in lagonave we need tent in quantity to accomodate the classes,"['emergency', 'request', 'aid_related', 'shelter', 'direct_report']","[9, 25, 1, 28, 6]",Yellow,1
11806,hi i great you for all the good work that you have done but i would like to know when st gerard university will re opening please,['emergency'],[9],Green,0
5566,so if a tree falls on my car during the hurricane i get any car of my choice within reason haha letthemtreesfall,['emergency'],[9],Green,0
11195,it also helps raise more funds for our planned aid projects,"['emergency', 'request', 'direct_report']","[9, 25, 6]",Green,0
8843,the pavements had completely vanished in knee deep water,['emergency'],[9],Green,0
6602,continuing its relief efforts for the victims of last month s devastating earthquake in pakistan the united nations development programme undp launched an initiative this week to help 30 000 families in high altitude areas to build locally designed winterized shelters from the rubble of their homes and locally available materials,"['emergency', 'aid_related', 'shelter', 'refugees', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'storm', 'earthquake']","[9, 1, 28, 24, 14, 22, 34, 30, 7]",Red,2
1084,sources said the armed men opened indiscriminate fire on a vehicle carrying levies personnel in jhaljaho area of mashkay tehsil,"['emergency', 'aid_related', 'military']","[9, 1, 17]",Yellow,1
16268,the fourth typhoon to hit china this year bilis caused heavy flooding and rainstorms leaving at least 612 people dead and 208 missing,"['emergency', 'aid_related', 'missing_people', 'death', 'weather_related', 'floods', 'storm']","[9, 1, 18, 5, 34, 11, 30]",Black,3
17723,moreover the amount of virus circulating in humans and mosquitoes in this outbreak is very high he said,"['emergency', 'aid_related', 'medical_help']","[9, 1, 15]",Red,2
9500,my house has collapsed i need a tent and shelter as a house,"['emergency', 'request', 'aid_related', 'shelter', 'buildings', 'direct_report']","[9, 25, 1, 28, 2, 6]",Yellow,1
8766,the public can contribute through the following donation modes or by initiating their own donation drives to support mercy relief s fundraising efforts for the victims of nepal earthquake 2015,"['emergency', 'request', 'aid_related', 'money', 'weather_related', 'earthquake']","[9, 25, 1, 19, 34, 7]",Red,2
17476,water and sanitation installation of ecosan toilets was completed in barabanki and progress was made in bahraich districts,"['emergency', 'aid_related', 'water', 'direct_report']","[9, 1, 33, 6]",Yellow,1
10842,d4n4lynnn wow this storm was sooooo crazy hasn t even begun,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
14802,please there are 11 people in the family who are survivors and went to cap haitien i don t have the means to feed them do something for me please,"['emergency', 'request', 'aid_related', 'food', 'refugees', 'direct_report']","[9, 25, 1, 12, 24, 6]",Yellow,1
10835,we have brought physical planning experts to banda aceh to help with this effort which will include helping people rebuilding their damaged or destroyed homes or help them build a home in a new location if they don t wish to return to their previous property,"['emergency', 'aid_related', 'shelter', 'direct_report']","[9, 1, 28, 6]",Yellow,1
4772,the 8 7 magnitude earthquake centered off sumatra s western coast wreaked wholesale destruction on the island of nias yesterday march 28 2005 leaving anywhere from 300 to 2000 dead and early estimates of at least 25 000 displaced on nias and other islands in the midst of widespread damage to structures critical facilities and lifelines,"['emergency', 'aid_related', 'refugees', 'death', 'infrastructure_related', 'buildings', 'other_infrastructure', 'weather_related', 'earthquake']","[9, 1, 24, 5, 14, 2, 22, 34, 7]",Black,3
15395,in togo 60 000 people are in need of urgent food assistance according to preliminary assessments but figures could be higher as information from inaccessible areas is being collected,"['emergency', 'request', 'aid_related', 'food']","[9, 25, 1, 12]",Yellow,1
19538,the activities of the task force will be supported and strengthened through the new regional project regional co ordination and information management on strategies for early recovery of agriculture in coastal regions us 800 000 which is funded through ocha s unearmarked funds,['emergency'],[9],Green,0
8093,it is reported that some roads in the hardest hit areas have been swept away preventing emergency services personnel from providing rescue and relief,"['emergency', 'offer', 'transport']","[9, 20, 32]",Yellow,1
