id,text,incident_types,severity,type_labels,severity_label,lang
284,"baha sa kalsada dito sa Barangay Centro, kaya pang maghintay!",['Natural Disaster'],Green,[4],0,fil
285,"Nag-report ng chemical fire, safe naman.",['Fire'],Green,[0],0,fil
286,"Tulong! nagliliyab na bahay, ok lang.",['Fire'],Green,[0],0,fil
287,"Biglaang binaril ang tao, agarang emergency!",['Crime'],Red,[1],2,fil
288,"Emergency! rollover at chemical fire, critical na.","['Accident', 'Fire']",Red,"[2, 0]",2,fil
289,"may nagnakaw dito sa palengke, deceased!",['Crime'],Black,[1],3,fil
290,"Boss may rollover, posibleng bali.",['Accident'],Yellow,[2],1,fil
291,"hindi humihinga at may batang umiiyak dito sa Poblacion, critical na!","['Medical', 'Other']",Red,"[3, 5]",2,fil
292,"may nahulog na phone at motor crash, patay na.","['Other', 'Accident']",Black,"[5, 2]",3,fil
293,"gas leak at Barangay Centro, needs treatment soon.",['Other'],Yellow,[5],1,en
294,"May sunog sa bahay at may ligtas na tao, medyo masakit.","['Fire', 'Other']",Yellow,"[0, 5]",1,fil
295,"water main break, minor only.",['Other'],Green,[5],0,en
296,naaksidente sa construction at kombulsyon sa kanto. konting galos lang.,"['Accident', 'Medical']",Green,"[2, 3]",0,fil
297,"Boss may may bayong anghang, kailangan ng tulong pero stable.",['Other'],Yellow,[5],1,fil
298,"Biglaang nahulog sa kanal, kailangan agad!",['Accident'],Red,[2],2,fil
299,Grabe stampede! puwedeng delayed. Bilisan! po,['Other'],Yellow,[5],1,fil
300,"lost pet at Barangay Centro, severe bleeding.",['Other'],Red,[5],2,en
301,"Biglaang kuryente sunog, patay na!",['Fire'],Black,[0],3,fil
302,"Biglaang hostage situation, malakas na dugo!",['Crime'],Red,[1],2,fil
303,"Emergency! landslide sa bundok, safe naman. pls",['Natural Disaster'],Green,[4],0,fil
304,"BOSS MAY ULAN DI TUMITIGIL, PUWEDENG DELAYED.",['Natural Disaster'],Yellow,[4],1,fil
305,"Nag-report ng nadulas, kailangan tignan.",['Accident'],Yellow,[2],1,fil
306,"motorcycle collision and house fire at market, not breathing.","['Accident', 'Fire']",Red,"[2, 0]",2,en
307,Grabe allergic reaction at sunog sa bahay! kailangan tignan. Bilisan!,"['Medical', 'Fire']",Yellow,"[3, 0]",1,fil
308,"Emergency: earthquake, no signs of life.",['Natural Disaster'],Black,[4],3,en
309,Grabe stampede. agarang emergency. Bilisan.,['Other'],Red,[5],2,fil
310,"Emergency: missing person, possible fracture.",['Other'],Yellow,[5],1,en
311,"may nag-aapoy na kotse at kidnapping dito sa highway, walang buhay!","['Fire', 'Crime']",Black,"[0, 1]",3,fil
312,"burglary and collapsed person at kanto, deceased.","['Crime', 'Medical']",Black,"[1, 3]",3,en
313,"Tulong! bugbugan, walang buhay.",['Crime'],Black,[1],3,fil
314,"Biglaang naaksidente sa construction, kailangan agad!",['Accident'],Red,[2],2,fil
315,"bleeding and hostage, not breathing.","['Medical', 'Crime']",Red,"[3, 1]",2,en
316,"Urgent - electrical fire, can wait!",['Fire'],Yellow,[0],1,en
317,"Biglaang chemical fire at naaksidente sa construction, malakas na dugo!","['Fire', 'Accident']",Red,"[0, 2]",2,fil
318,"Boss may may usok sa kusina at nasagasaan, walang buhay.","['Fire', 'Accident']",Black,"[0, 2]",3,fil
319,Grabe hostage situation! medyo masakit. Bilisan! pls,['Crime'],Yellow,[1],1,fil
320,nagliliyab na bahay sa San Jose. wala nang pulso.,['Fire'],Black,[0],3,fil
321,"sunog sa factory dito sa elementary school, critical na!",['Fire'],Red,[0],2,fil
322,"Biglaang gasoline sunog, wala nang pulso!",['Fire'],Black,[0],3,fil
323,"May kombulsyon, hindi makahinga. po",['Medical'],Red,[3],2,fil
324,"naaksidente sa construction nangyari, wala nang pulso. Padala agad.",['Accident'],Black,[2],3,fil
325,puno tumama sa bahay sa Barangay Centro. minor lang.,['Natural Disaster'],Green,[4],0,fil
326,"Tulong! nadaganan ng gamit, medyo masakit.",['Accident'],Yellow,[2],1,fil
327,"nagliliyab na bahay dito sa Barangay Centro, deceased!",['Fire'],Black,[0],3,fil
328,"may sekswal na guro dito sa highway, safe naman!",['Other'],Green,[5],0,fil
329,"chemical fire nangyari, medyo masakit. Padala agad.",['Fire'],Yellow,[0],1,fil
330,"Urgent - assault on street, needs treatment soon!",['Crime'],Yellow,[1],1,en
331,"Emergency! flash flood at hostage situation, buhay ang nakataya.","['Natural Disaster', 'Crime']",Red,"[4, 1]",2,fil
332,"Boss may flash flood, wala nang pulso.",['Natural Disaster'],Black,[4],3,fil
333,"Emergency! pagpatay, wala nang pulso.",['Crime'],Black,[1],3,fil
334,"Nag-report ng lindol at gubat na mapapasok, kailangan tignan. pls","['Natural Disaster', 'Other']",Yellow,"[4, 5]",1,fil
335,"Boss may ahas sa bahay, deceased.",['Other'],Black,[5],3,fil
336,"Nag-report ng gasoline sunog at may nagnakaw, walang buhay.","['Fire', 'Crime']",Black,"[0, 1]",3,fil
337,"Nag-report ng ulan di tumitigil, malakas na dugo.",['Natural Disaster'],Red,[4],2,fil
338,"Tulong! nagsumiklab ang gulo, deceased.",['Other'],Black,[5],3,fil
339,Grabe stroke! buhay ang nakataya. Bilisan!,['Medical'],Red,[3],2,fil
340,"may kakaibang kadahilan at landslide sa bundok dito sa plaza, malakas na dugo!","['Other', 'Natural Disaster']",Red,"[5, 4]",2,fil
341,"Nag-report ng sunog sa bahay at tubig baha sa loob, hindi na umaandar.","['Fire', 'Natural Disaster']",Black,"[0, 4]",3,fil
342,"Boss may nadaganan ng gamit, agarang emergency.",['Accident'],Red,[2],2,fil
343,"May buntis manganak, medyo masakit.",['Medical'],Yellow,[3],1,fil
344,"Biglaang hangin nilipat ang yero at heart attack, puwedeng delayed! po","['Natural Disaster', 'Medical']",Yellow,"[4, 3]",1,fil
345,"Emergency! basag na rehistro at sunog sa bahay, kailangan ng tulong pero stable.","['Other', 'Fire']",Yellow,"[5, 0]",1,fil
346,"ulan di tumitigil dito sa Bagong Silang, kailangan ng tulong pero stable!",['Natural Disaster'],Yellow,[4],1,fil
347,"Emergency! may nagnakaw, minor lang.",['Crime'],Green,[1],0,fil
348,"Nag-report ng hangin nilipat ang yero, deceased. po",['Natural Disaster'],Black,[4],3,fil
349,"Boss may hindi alam kung saan, puwedeng delayed.",['Other'],Yellow,[5],1,fil
350,"Urgent - bleeding, possible fracture!",['Medical'],Yellow,[3],1,en
351,"landslide sa bundok nangyari, kaya pang maghintay. Padala agad.",['Natural Disaster'],Green,[4],0,fil
352,"Boss may overdose, walang sugat.",['Medical'],Green,[3],0,fil
353,"may nagnakaw dito sa highway, hindi makahinga!",['Crime'],Red,[1],2,fil
354,"May storm surge at jeep tumama sa poste, medyo masakit.","['Natural Disaster', 'Accident']",Yellow,"[4, 2]",1,fil
355,Grabe tumatakbo ang apoy! konting galos lang. Bilisan!,['Fire'],Green,[0],0,fil
356,"Urgent - vehicle accident, no signs of life!",['Accident'],Black,[2],3,en
357,may nagnakaw sa highway. konting galos lang.,['Crime'],Green,[1],0,fil
358,gasoline sunog sa sakayan. ok lang.,['Fire'],Green,[0],0,fil
359,"Biglaang bugbugan, deceased!",['Crime'],Black,[1],3,fil
360,"May chemical fire, walang buhay. po",['Fire'],Black,[0],3,fil
361,"kombulsyon at lindol dito sa San Jose, walang sugat!","['Medical', 'Natural Disaster']",Green,"[3, 4]",0,fil
362,"hindi humihinga dito sa plaza, deceased!",['Medical'],Black,[3],3,fil
363,"Boss may sugatan, critical na.",['Medical'],Red,[3],2,fil
364,"Tulong! hostage situation at bangga ng kotse, ok lang.","['Crime', 'Accident']",Green,"[1, 2]",0,fil
365,"Nag-report ng tumatakbo ang apoy, medyo masakit.",['Fire'],Yellow,[0],1,fil
366,"STROKE AT BAGONG SILANG, URGENT.",['Medical'],Red,[3],2,en
367,"loose animal at Barangay Centro, deceased.",['Other'],Black,[5],3,en
368,"Emergency! basag na baso, hindi na umaandar.",['Other'],Black,[5],3,fil
369,"Urgent - chest pain, not breathing!",['Medical'],Red,[3],2,en
370,"Emergency: heavy rain, severe bleeding.",['Natural Disaster'],Red,[4],2,en
371,"Emergency! nakawan sa bahay, hindi na umaandar.",['Crime'],Black,[1],3,fil
372,"Tulong! basag na rehistro, wala nang pulso. po",['Other'],Black,[5],3,fil
373,tumatakbo ang apoy sa plaza. wala nang pulso.,['Fire'],Black,[0],3,fil
374,"Nag-report ng nahihirapang huminga, kailangan tignan.",['Medical'],Yellow,[3],1,fil
375,"Biglaang maraming tao sa isang lugar, medyo masakit!",['Other'],Yellow,[5],1,fil
376,"Urgent - bleeding and flooding, no signs of life!","['Medical', 'Natural Disaster']",Black,"[3, 4]",3,en
377,"Biglaang allergic reaction, safe naman!",['Medical'],Green,[3],0,fil
378,"May bugbugan, ok lang.",['Crime'],Green,[1],0,fil
379,nasagasaan sa Barangay Centro. konting galos lang.,['Accident'],Green,[2],0,fil
380,"Nag-report ng gasoline sunog, medyo masakit.",['Fire'],Yellow,[0],1,fil
381,"shooting incident at San Jose, possible fracture.",['Crime'],Yellow,[1],1,en
382,"Tulong! baha sa kalsada at tumutunog na siren, kailangan ng tulong pero stable.","['Natural Disaster', 'Other']",Yellow,"[4, 5]",1,fil
383,"Biglaang hangin nilipat ang yero, patay na!",['Natural Disaster'],Black,[4],3,fil
384,"pagpatay nangyari, wala nang pulso. Padala agad.",['Crime'],Black,[1],3,fil
385,"nag-aaway ng malakas nangyari, kaya pang maghintay. Padala agad. pls",['Crime'],Green,[1],0,fil
386,"Emergency: car crash, no injuries.",['Accident'],Green,[2],0,en
387,"Tulong! may usok sa kusina at kidnapping, kaya pang maghintay.","['Fire', 'Crime']",Green,"[0, 1]",0,fil
388,sunog sa bahay sa Poblacion. buhay ang nakataya.,['Fire'],Red,[0],2,fil
389,"Tulong! bagyo wasak ang bubong at nasusunog yung store, walang sugat.","['Natural Disaster', 'Fire']",Green,"[4, 0]",0,fil
390,basag na rehistro sa San Jose. konting galos lang.,['Other'],Green,[5],0,fil
391,"sunog sa factory dito sa market, konting galos lang!",['Fire'],Green,[0],0,fil
392,Grabe buntis manganak! konting galos lang. Bilisan!,['Medical'],Green,[3],0,fil
393,"Boss may gulo sa rally at sugatan, konting galos lang.","['Other', 'Medical']",Green,"[5, 3]",0,fil
394,"Nag-report ng gasoline sunog at rollover, kailangan tignan.","['Fire', 'Accident']",Yellow,"[0, 2]",1,fil
395,"Biglaang gubat na mapapasok at storm surge, kailangan ng tulong pero stable! po","['Other', 'Natural Disaster']",Yellow,"[5, 4]",1,fil
396,"may nagnakaw nangyari, hindi makahinga. Padala agad.",['Crime'],Red,[1],2,fil
397,"sugatan nangyari, kailangan tignan. Padala agad.",['Medical'],Yellow,[3],1,fil
398,"Tulong! maling ulam, wala nang pulso.",['Other'],Black,[5],3,fil
399,"May banggaan sa highway at storm surge, deceased.","['Accident', 'Natural Disaster']",Black,"[2, 4]",3,fil
400,Grabe overdose at baha sa kalsada! medyo masakit. Bilisan!,"['Medical', 'Natural Disaster']",Yellow,"[3, 4]",1,fil
401,"Emergency! truck nasagasaan ang tao, hindi makahinga.",['Accident'],Red,[2],2,fil
402,"Tulong! diabetic emergency, wala nang pulso.",['Medical'],Black,[3],3,fil
403,"gubat na mapapasok at diabetic emergency nangyari, walang sugat. Padala agad.","['Other', 'Medical']",Green,"[5, 3]",0,fil
404,"bugbugan at may bayong anghang dito sa tabi ng simbahan, medyo masakit!","['Crime', 'Other']",Yellow,"[1, 5]",1,fil
405,Grabe jeep tumama sa poste at hangin nilipat ang yero! agarang emergency. Bilisan!,"['Accident', 'Natural Disaster']",Red,"[2, 4]",2,fil
406,"Emergency! nahihirapang huminga, minor lang.",['Medical'],Green,[3],0,fil
407,"motorcycle collision, no signs of life.",['Accident'],Black,[2],3,en
408,"truck nasagasaan ang tao nangyari, wala nang pulso. Padala agad.",['Accident'],Black,[2],3,fil
409,"Boss may stroke, walang buhay.",['Medical'],Black,[3],3,fil
410,"nahimatay dito sa Poblacion, konting galos lang!",['Medical'],Green,[3],0,fil
411,"BOSS MAY STROKE, KAILANGAN TIGNAN.",['Medical'],Yellow,[3],1,fil
412,"Emergency: bleeding, not breathing.",['Medical'],Red,[3],2,en
413,"Tulong! rollover at landslide sa bundok, walang buhay.","['Accident', 'Natural Disaster']",Black,"[2, 4]",3,fil
414,"Tulong! nasusunog yung store, walang buhay.",['Fire'],Black,[0],3,fil
415,nagkagulo ang mga tao at nahihirapang huminga sa highway. safe naman.,"['Other', 'Medical']",Green,"[5, 3]",0,fil
416,"water main break and bleeding at plaza, life-threatening.","['Other', 'Medical']",Red,"[5, 3]",2,en
417,"Emergency: assault on street and stroke, urgent.","['Crime', 'Medical']",Red,"[1, 3]",2,en
418,"Emergency! duguan, posibleng bali.",['Medical'],Yellow,[3],1,fil
419,"nag-aaway ng malakas nangyari, kailangan tignan. Padala agad.",['Crime'],Yellow,[1],1,fil
420,"chest pain and typhoon damage, no injuries.","['Medical', 'Natural Disaster']",Green,"[3, 4]",0,en
421,"Boss may sira ang tubig at gulo sa bar, malakas na dugo.","['Other', 'Crime']",Red,"[5, 1]",2,fil
422,"Emergency! ulan di tumitigil at nasagasaan, konting galos lang.","['Natural Disaster', 'Accident']",Green,"[4, 2]",0,fil
423,"Emergency! flash flood, safe naman. po",['Natural Disaster'],Green,[4],0,fil
424,"Tulong! gulo sa bar at sira ang tulay, hindi na umaandar.","['Crime', 'Other']",Black,"[1, 5]",3,fil
425,"TULONG! KURYENTE SUNOG, MINOR LANG.",['Fire'],Green,[0],0,fil
426,"Emergency! hindi humihinga, patay na.",['Medical'],Black,[3],3,fil
427,"Nag-report ng sugatan, malakas na dugo.",['Medical'],Red,[3],2,fil
428,"Tulong! maling ulam, ok lang.",['Other'],Green,[5],0,fil
429,Grabe landslide sa bundok! critical na. Bilisan!,['Natural Disaster'],Red,[4],2,fil
430,lupa gumuho sa tabi ng simbahan. buhay ang nakataya.,['Natural Disaster'],Red,[4],2,fil
431,"car crash at elementary school, severe bleeding.",['Accident'],Red,[2],2,en
432,"stroke, needs treatment soon. po",['Medical'],Yellow,[3],1,en
433,malakas na ulan sa Poblacion. medyo masakit. po,['Natural Disaster'],Yellow,[4],1,fil
434,"Boss may baha sa kalsada, puwedeng delayed.",['Natural Disaster'],Yellow,[4],1,fil
435,"tumatakbo ang apoy nangyari, agarang emergency. Padala agad.",['Fire'],Red,[0],2,fil
436,"Biglaang gas leak at rollover, puwedeng delayed!","['Other', 'Accident']",Yellow,"[5, 2]",1,fil
437,"EMERGENCY: STRUCTURE FIRE, DECEASED.",['Fire'],Black,[0],3,en
438,"Emergency: assault on street, safe to wait.",['Crime'],Green,[1],0,en
439,"May sunog sa factory, kailangan tignan.",['Fire'],Yellow,[0],1,fil
440,Grabe kuryente sunog! hindi na umaandar. Bilisan!,['Fire'],Black,[0],3,fil
441,nahulog sa kanal sa market. konting galos lang.,['Accident'],Green,[2],0,fil
442,"tubig baha sa loob dito sa palengke, patay na!",['Natural Disaster'],Black,[4],3,fil
443,"Urgent - truck accident, severe bleeding!",['Accident'],Red,[2],2,en
444,"Emergency! hindi humihinga at tubig baha sa loob, kaya pang maghintay.","['Medical', 'Natural Disaster']",Green,"[3, 4]",0,fil
445,Grabe bangga ng kotse at tubig baha sa loob! medyo masakit. Bilisan!,"['Accident', 'Natural Disaster']",Yellow,"[2, 4]",1,fil
446,"Biglaang hindi humihinga, hindi makahinga!",['Medical'],Red,[3],2,fil
447,Grabe nagwawala ang tao! critical na. Bilisan!,['Other'],Red,[5],2,fil
448,"truck nasagasaan ang tao nangyari, minor lang. Padala agad.",['Accident'],Green,[2],0,fil
449,"storm surge at may sekswal na guro dito sa palengke, konting galos lang!","['Natural Disaster', 'Other']",Green,"[4, 5]",0,fil
450,"Emergency! storm surge, safe naman.",['Natural Disaster'],Green,[4],0,fil
451,"Boss may hindi humihinga, kailangan ng tulong pero stable.",['Medical'],Yellow,[3],1,fil
452,"people gathering, can wait.",['Other'],Yellow,[5],1,en
453,"Tulong! tumatakbo ang apoy at lupa gumuho, agarang emergency.","['Fire', 'Natural Disaster']",Red,"[0, 4]",2,fil
454,"tumubalik na kuryente nangyari, kailangan ng tulong pero stable. padala agad.",['Other'],Yellow,[5],1,fil
455,"Boss may nasusunog yung store at allergic reaction, ok lang.","['Fire', 'Medical']",Green,"[0, 3]",0,fil
456,"Nag-report ng holdap sa tindahan, konting galos lang.",['Crime'],Green,[1],0,fil
457,"Emergency: collapsed person, deceased.",['Medical'],Black,[3],3,en
458,"heavy rain, urgent.",['Natural Disaster'],Red,[4],2,en
459,"May gasoline sunog, minor lang.",['Fire'],Green,[0],0,fil
460,"Boss may nadaganan ng gamit, medyo masakit.",['Accident'],Yellow,[2],1,fil
461,"Emergency: kitchen smoke, no pulse.",['Fire'],Black,[0],3,en
462,"jeep tumama sa poste dito sa kanto, hindi makahinga!",['Accident'],Red,[2],2,fil
463,"Boss may basag na baso at nahulog sa kanal, medyo masakit.","['Other', 'Accident']",Yellow,"[5, 2]",1,fil
464,"Nag-report ng nadaganan ng gamit, buhay ang nakataya.",['Accident'],Red,[2],2,fil
465,"BUGBUGAN AT PUNO TUMAMA SA BAHAY NANGYARI, CRITICAL NA. PADALA AGAD.","['Crime', 'Natural Disaster']",Red,"[1, 4]",2,fil
466,"Boss may nasusunog yung store, buhay ang nakataya.",['Fire'],Red,[0],2,fil
467,"Boss may nasusunog na building, kaya pang maghintay.",['Fire'],Green,[0],0,fil
468,"Nag-report ng bangga ng kotse at hangin nilipat ang yero, patay na.","['Accident', 'Natural Disaster']",Black,"[2, 4]",3,fil
469,"NAG-REPORT NG PANANAKIT SA KALSADA AT DUGUAN, CRITICAL NA.","['Crime', 'Medical']",Red,"[1, 3]",2,fil
470,"Emergency! hangin nilipat ang yero, safe naman.",['Natural Disaster'],Green,[4],0,fil
471,"Biglaang nadulas at nag-aaksidente ang pulis, critical na!","['Accident', 'Other']",Red,"[2, 5]",2,fil
472,"Nag-report ng landslide sa bundok at nahulog na phone, malakas na dugo.","['Natural Disaster', 'Other']",Red,"[4, 5]",2,fil
473,"Tulong! allergic reaction at tumubalik na kuryente, critical na.","['Medical', 'Other']",Red,"[3, 5]",2,fil
474,"Emergency: flooding and car crash, no signs of life.","['Natural Disaster', 'Accident']",Black,"[4, 2]",3,en
475,"Boss may naaksidente sa construction at tumatakbo ang apoy, wala nang pulso.","['Accident', 'Fire']",Black,"[2, 0]",3,fil
476,"biglaang tumatakbo ang apoy, wala nang pulso!",['Fire'],Black,[0],3,fil
477,"landslide sa bundok dito sa Bagong Silang, hindi na umaandar!",['Natural Disaster'],Black,[4],3,fil
478,"May may taong inuuusapan nang walang tigil, posibleng bali.",['Other'],Yellow,[5],1,fil
479,"May may nag-aapoy na kotse, kailangan agad.",['Fire'],Red,[0],2,fil
480,"Emergency! nag-aaway ng malakas, patay na.",['Crime'],Black,[1],3,fil
481,"landslide at San Jose, no signs of life. po",['Natural Disaster'],Black,[4],3,en
482,nakawan sa bahay sa elementary school. ok lang.,['Crime'],Green,[1],0,fil
483,"May may taong inuuusapan nang walang tigil, puwedeng delayed.",['Other'],Yellow,[5],1,fil
484,"NAHULOG SA KANAL DITO SA POBLACION, HINDI NA UMAANDAR!",['Accident'],Black,[2],3,fil
485,"May buntis manganak, kailangan tignan.",['Medical'],Yellow,[3],1,fil
486,Grabe hit and run at riot! walang sugat. Bilisan!,"['Accident', 'Other']",Green,"[2, 5]",0,fil
487,"duguan at chemical fire nangyari, wala nang pulso. Padala agad.","['Medical', 'Fire']",Black,"[3, 0]",3,fil
488,"Emergency: found belongings, deceased.",['Other'],Black,[5],3,en
489,"Biglaang bangga ng kotse at chemical fire, malakas na dugo!","['Accident', 'Fire']",Red,"[2, 0]",2,fil
490,"car crash at Barangay Centro, not breathing.",['Accident'],Red,[2],2,en
491,banggaan sa highway at baha sa kalsada sa Poblacion. konting galos lang.,"['Accident', 'Natural Disaster']",Green,"[2, 4]",0,fil
492,"Emergency: building burning and shooting incident, not breathing.","['Fire', 'Crime']",Red,"[0, 1]",2,en
493,"Tulong! hindi alam kung saan at nahimatay, hindi na umaandar. pls","['Other', 'Medical']",Black,"[5, 3]",3,fil
494,"Tulong! kidnapping, walang sugat.",['Crime'],Green,[1],0,fil
495,"BIGLAANG NASUSUNOG YUNG STORE, KAILANGAN NG TULONG PERO STABLE!",['Fire'],Yellow,[0],1,fil
