id,text,incident_types,severity,type_labels,severity_label
2954,"Ipadala ang mga yunit para sa smoke lumalabas and earthquake damage na, kailangan ng agarang tugon.","['Fire', 'Natural Disaster']",Red,"[2, 4]",2
7688,all those whose houses were destroyed or damaged in last year s temblor are busy reconstructing they are putting together not just bricks and mortar but their very lives which were so suddenly and traumatically disrupted that morning,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
3974,"Urgentsituation:bahaandgunthreat,possiblefracture.","['Natural Disaster', 'Crime']",Yellow,"[1, 4]",1
3783,"Responders needed for sarado ang kalsada, walang agarang panganib.",['Other'],Green,[5],0
5369,"uhm Critical alert: nag-assault and nahihirapang huminga, kailangan ng tulong pero stable.","['Crime', 'Medical']",Yellow,"[1, 3]",1
8106,voice of vietnam said three naval ships had also arrived in an area near the paracels archipelago in the south china sea to search for six missing fishermen,['Other'],Red,[5],2
4450,"Inalerto ang mga awtoridad: unconscious patient and snake sighting, walang agarang panganib. uhm","['Medical', 'Other']",Green,"[3, 5]",0
1463,"Urgentsituation:break-in,life-threateninginjuries.",['Crime'],Red,[1],2
5762,each one hour cry mercy for mercy for haiti do it with faith cause only god can put us out of that situation send this message for ten other peoples,['Other'],Green,[5],0
3968,"Kailangan ng responders para sa smoke coming out and unconscious patient, severe bleeding.","['Fire', 'Medical']",Red,"[2, 3]",2
9904,i have a schools i led but we do not have money to do it work we needs help,['Other'],Green,[5],0
8046,my hometown va beach got the most rainfall 9 inches but least damage weird how things turn out hurricanesandy nyc,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
3134,"Inalerto ang mga awtoridad: armed robbery and smoke lumalabas, expectant category.","['Crime', 'Fire']",Black,"[1, 2]",3
793,"Respondersneededforgunthreatandmayflood,noinjuriesreported.","['Crime', 'Natural Disaster']",Green,"[1, 4]",0
7759,as the most urgent needs of these communities have been mostly met in the coming days the icrc will focus on those villages which were partially destroyed by the seismic waves,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
3143,"Narinig ko ang nahihirapang huminga, walang agarang panganib.",['Medical'],Green,[3],0
944,"Emergency reported involving aso nanakit, severe bleeding.",['Other'],Red,[5],2
7970,the passage of a few cold fronts during the assessment period will produce some rainfall across the region,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
3997,"may Help! smoke coming out and seizure, possible fracture.","['Fire', 'Medical']",Yellow,"[2, 3]",1
8995,the threat of exposure to dengue carrying mosquitoes is rising with uncontrolled urbanization and a surge in the use of non biodegradable packaging which can act as a water reservoir for dengue mosquito breeding,['Other'],Green,[5],0
155,"There is a electrical fire and nahihirapan huminga reported, hindi na humihinga.","['Fire', 'Medical']",Black,"[2, 3]",3
8953,through budgetary tax and regulatory measures support will be provided to develop an industry and social infrastructure linked with compact cities and decentralized environmentally friendly energy production that uses smart grids and large scale solar and offshore wind farms,['Other'],Green,[5],0
2379,"may Responders needed for sunog sa kuryente and storm surge, urgent help needed.","['Fire', 'Natural Disaster']",Red,"[2, 4]",2
761,"Agarang sitwasyon: banta ng baril and smoke coming out, kailangan ng agarang tugon.","['Crime', 'Fire']",Red,"[1, 2]",2
3509,"Narinig ko ang not breathing and nasusunog na gusali, kailangan ng agarang tugon.","['Medical', 'Fire']",Red,"[2, 3]",2
9621,the gunmen arrived around 7 30 pm 1830 gmt firing guns and shouting allahu akbar fartun notes i am grateful to international medical corps that i received the personal hygiene items for free which will enable me and my family to have good personal hygiene now the few water tanks used to collect rainwater have been destroyed the cross border movement of the human remains of deceased suspect probable or confirmed evd cases should be prohibited unless specifically authorized on a case by case basis by relevant,"['Crime', 'Medical', 'Natural Disaster', 'Other']",Black,"[1, 3, 4, 5]",3
9560,b sierra leonean refugees displaced in south east guinea continue to be repatriated to freetown,['Other'],Yellow,[5],1
9990,before the food crisis hit his region he was known as a benefactor because he used to distribute one part of his crops to the poorest families that were greater in need in his village,['Other'],Yellow,[5],1
1333,"Parang may naiwang pasahero and banta ng baril, urgent help needed.","['Other', 'Crime']",Red,"[1, 5]",2
10071,the el ni o southern oscillation enso is considered by scientists to be the most important ocean atmospheric phenomenon affecting weather variability on a global scale,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
6794,we need help before the earthquake we had two weeks rainning where we lost all our plantation and all our betails were killed,"['Crime', 'Natural Disaster', 'Other']",Red,"[1, 4, 5]",2
4072,"Narinig ko ang smoke lumalabas and salpukan ng sasakyan, wala nang buhay.","['Fire', 'Accident']",Black,"[0, 2]",3
1668,"Kritikal na alerto: not breathing, expectant category.",['Medical'],Black,[3],3
2538,"Emergency reported involving gun threat and storm surge, hindi na humihinga.","['Crime', 'Natural Disaster']",Black,"[1, 4]",3
4662,"Emergency na kinasasangkutan ng unconscious patient and malakas na ulan, delayed care ok.","['Medical', 'Natural Disaster']",Yellow,"[3, 4]",1
8120,nnbrk it was south oh metropolitan region kind of the state where santiago is located but was scary though,['Other'],Green,[5],0
1432,"Inalerto ang mga awtoridad: seizure, walang agarang panganib. pls help",['Medical'],Green,[3],0
10359,i woulk like to participate in this program too,['Other'],Green,[5],0
4462,"Agarang sitwasyon: nahihirapang huminga and house fire, walking wounded.","['Medical', 'Fire']",Green,"[2, 3]",0
354,"Inalerto ang mga awtoridad: nasusunog na gusali, expectant category.",['Fire'],Black,[2],3
9500,both jamiat and junbish troops reportedly began rearming their troops and supporters in balkh district,['Other'],Green,[5],0
4009,"Narinig ko ang may fire sa bahay and malakas na ulan, safe to wait.","['Fire', 'Natural Disaster']",Green,"[2, 4]",0
146,"Prng my ng-crsh yung kotse, kilngn ng tulong pero stble.",['Accident'],Yellow,[0],1
7390,i have nothing to eat please help,['Other'],Yellow,[5],1
3051,"Incident reported: building evcution, wlking wounded.",['Other'],Green,[5],0
5496,"Kailangan ng responders para sa sunog sa bahay, wala nang buhay. uhm",['Fire'],Black,[2],3
4864,"Critical alert: lalaking may kutsilyo and may taong bumagsak, deceased.","['Crime', 'Medical']",Black,"[1, 3]",3
8687,me ever to find the rices that were distribute by the american makes me find rices,['Other'],Yellow,[5],1
4154,"Emergency na kinasasangkutan ng storm surge, no injuries reported.",['Natural Disaster'],Green,[4],0
8785,thus an armed drone strike in pakistan a nigerian army massacre of villagers plans for a new us drone base in niger or joint us israeli military operations are all seen as part of a wider pattern of western oppression persistently spread through the new social media,"['Crime', 'Other']",Black,"[1, 5]",3
9840,the association of the youth in bon repos for the development of mole st nicolas are the market trying to find gasoline the gallon for 50,['Other'],Green,[5],0
1258,"Responders needed for smoke coming out, no signs of life.",['Fire'],Black,[2],3
5217,"May naiulat na armadong pagnanakaw, expectant category.",['Crime'],Black,[1],3
3912,"Dispatch units for lalaking may kutsilyo and may rally, deceased.","['Crime', 'Other']",Black,"[1, 5]",3
1024,"may Grabe, smoke lumalabas and naiwang pasahero! no injuries reported.","['Fire', 'Other']",Green,"[2, 5]",0
1619,"Help! amoy na nakakalason and banggaan sa kalsada, no injuries reported.","['Other', 'Accident']",Green,"[0, 5]",0
6571,equipped with brooms little shovels brushes buckets and disinfectant solutions and after a short briefing the first committed camp inhabitants immediately started cleaning the camp s sanitary facilities,['Other'],Yellow,[5],1
4935,"Maynaiulatnabreak-inandriot,walanangbuhay.","['Crime', 'Other']",Black,"[1, 5]",3
3450,"Insidente: landslide nangyari and road crash, expectant category.","['Natural Disaster', 'Accident']",Black,"[0, 4]",3
8884,france the former colonial power in algeria was one of the first countries to come to the aid of the north african country after the quake said by the french seismological service to have measured six points on the richter scale,"['Medical', 'Natural Disaster', 'Other']",Red,"[3, 4, 5]",2
7697,after inspecting heavy machinery clearing the rubble he met quake victims and provided flush toilet accessories,"['Accident', 'Medical', 'Natural Disaster', 'Other']",Red,"[0, 3, 4, 5]",2
3124,"Emergency reported involving unknown emergency and building on fire, no injuries reported.","['Other', 'Fire']",Green,"[2, 5]",0
6253,due to heavy rains in zambia zambezi water authority have opened a second spillway on the kariba dam,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
2213,"Kailanganngrespondersparasaearthquakedamage,urgenthelpneeded.",['Natural Disaster'],Red,[4],2
735,"Insidente: bnggn s klsd, wlking wounded.",['Accident'],Green,[0],0
1557,"uhm Emergency reported involving epekto ng bagyo and nawawalang bata, no signs of life.","['Natural Disaster', 'Other']",Black,"[4, 5]",3
7208,the national disaster prevention countermeasures headquarters renewed flood warnings along the nakdong river in central and southern areas of the country,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
6636,we find no food we are starving,['Other'],Yellow,[5],1
6378,a total of 193 air cargo shipments into yangon have now been organised,['Other'],Yellow,[5],1
5188,"Incident reported: may flood, konti lang sugat. uhm",['Natural Disaster'],Green,[4],0
1659,"Help! bnggn ng motorsiklo, life-thretening injuries.",['Accident'],Red,[0],2
6307,beijing aug 16 afp some 200 people are dead or missing following three days of flash flooding that hit central china s hunan province officials said monday,"['Crime', 'Natural Disaster', 'Other']",Black,"[1, 4, 5]",3
4922,"Kritikal na alerto: vehicle collision and may kakaibang amoy, hindi na humihinga.","['Accident', 'Other']",Black,"[0, 5]",3
7399,more than 2 feet of snow in the higher elevations and drenching rain in the foothills have cut off access to villages and forced the suspension of helicopter flights,"['Accident', 'Natural Disaster', 'Other']",Red,"[0, 4, 5]",2
9460,emergency aid needed at the centre flore for damien on the grounds pampak of the unibank,"['Medical', 'Natural Disaster', 'Other']",Red,"[3, 4, 5]",2
5080,"May naiulat na seizure and aksidente sa kotse, not breathing.","['Medical', 'Accident']",Red,"[0, 3]",2
6243,the icrc has repeatedly reminded all parties to the conflict that they must respect the rules of international humanitarian law and take constant care in the conduct of military operations to safeguard the lives and dignity of the civilian population and to protect medical institutions and staff,"['Crime', 'Medical', 'Other']",Red,"[1, 3, 5]",2
9416,at another sichuan school the classrooms stood but dorms collapsed on napping children,"['Accident', 'Crime', 'Other']",Black,"[0, 1, 5]",3
3028,"Emergency na kinasasangkutan ng kombulsyon and aksidente sa kotse, walang agarang panganib. uhm","['Medical', 'Accident']",Green,"[0, 3]",0
1093,"Kailangan ng responders para sa chemical spill, posibleng may sugatan.",['Other'],Yellow,[5],1
10654,organization that are working in haiti i do not have any ways of taking care of my family here,['Other'],Yellow,[5],1
